法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
政令,平成十六年政令第三百六十九号,船員職業安定法施行令,せんいんしょくぎょうあんていほうしこうれい,,平成十六年十一月二十五日,船員法等の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和八年政令第百四十四号,令和八年四月二十二日,令和八年五月十三日,,416CO0000000369,https://laws.e-gov.go.jp/law/416CO0000000369/20260513_508CO0000000144,
政令,平成十六年政令第三百六十九号,船員職業安定法施行令,せんいんしょくぎょうあんていほうしこうれい,,平成十六年十一月二十五日,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律等の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和八年政令第百八十一号,令和八年五月二十七日,令和八年十月一日,,416CO0000000369,https://laws.e-gov.go.jp/law/416CO0000000369/20261001_508CO0000000181,○
政令,平成十六年政令第三百六十九号,船員職業安定法施行令,せんいんしょくぎょうあんていほうしこうれい,,平成十六年十一月二十五日,出入国管理及び難民認定法及び外国人の技能実習の適正な実施及び技能実習生の保護に関する法律の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和七年政令第三百四十一号,令和七年十月一日,令和九年四月一日,,416CO0000000369,https://laws.e-gov.go.jp/law/416CO0000000369/20270401_507CO0000000341,○
政令,平成十六年政令第三百七十四号,個別労働関係紛争の解決の促進に関する法律第七条第一項の人数を定める政令,こべつろうどうかんけいふんそうのかいけつのそくしんにかんするほうりつだいななじょうだいいっこうのにんずうをさだめるせいれい,,平成十六年十二月一日,,平成二十二年政令第百号,平成二十二年四月一日,平成二十二年四月一日,,416CO0000000374,https://laws.e-gov.go.jp/law/416CO0000000374/20100401_422CO0000000100,
政令,平成十七年政令第百四十六号,公益通報者保護法別表第八号の法律を定める政令,こうえきつうほうしゃほごほうべっぴょうだいはちごうのほうりつをさだめるせいれい,,平成十七年四月一日,公益通報者保護法別表第八号の法律を定める政令の一部を改正する政令,令和八年政令第五号,令和八年一月二十三日,令和八年六月一日,,417CO0000000146,https://laws.e-gov.go.jp/law/417CO0000000146/20260601_508CO0000000005,
政令,平成十七年政令第百四十六号,公益通報者保護法別表第八号の法律を定める政令,こうえきつうほうしゃほごほうべっぴょうだいはちごうのほうりつをさだめるせいれい,,平成十七年四月一日,公益通報者保護法別表第八号の法律を定める政令の一部を改正する政令,令和八年政令第百八十四号,令和八年五月二十九日,令和八年十月一日,,417CO0000000146,https://laws.e-gov.go.jp/law/417CO0000000146/20261001_508CO0000000184,○
政令,平成十七年政令第百四十六号,公益通報者保護法別表第八号の法律を定める政令,こうえきつうほうしゃほごほうべっぴょうだいはちごうのほうりつをさだめるせいれい,,平成十七年四月一日,円滑な事業再生を図るための事業者の金融機関等に対する債務の調整の手続等に関する法律の施行に伴う関係政令の整備に関する政令,令和八年政令第百九十一号,令和八年六月三日,令和八年十二月十一日,,417CO0000000146,https://laws.e-gov.go.jp/law/417CO0000000146/20261211_508CO0000000191,○
政令,平成十七年政令第百四十六号,公益通報者保護法別表第八号の法律を定める政令,こうえきつうほうしゃほごほうべっぴょうだいはちごうのほうりつをさだめるせいれい,,平成十七年四月一日,出入国管理及び難民認定法及び外国人の技能実習の適正な実施及び技能実習生の保護に関する法律の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和七年政令第三百四十一号,令和七年十月一日,令和九年四月一日,,417CO0000000146,https://laws.e-gov.go.jp/law/417CO0000000146/20270401_507CO0000000341,○
政令,平成十七年政令第三百十四号,建設労働者の雇用の改善等に関する法律施行令,けんせつろうどうしゃのこようのかいぜんとうにかんするほうりつせこうれい,,平成十七年九月三十日,雇用保険法等の一部を改正する法律の一部の施行に伴う関係政令の整備に関する政令,平成二十九年政令第百七十六号,平成二十九年六月三十日,平成三十年一月一日,,417CO0000000314,https://laws.e-gov.go.jp/law/417CO0000000314/20180101_429CO0000000176,
政令,平成十七年政令第三百十四号,建設労働者の雇用の改善等に関する法律施行令,けんせつろうどうしゃのこようのかいぜんとうにかんするほうりつせこうれい,,平成十七年九月三十日,出入国管理及び難民認定法及び外国人の技能実習の適正な実施及び技能実習生の保護に関する法律の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和七年政令第三百四十一号,令和七年十月一日,令和九年四月一日,,417CO0000000314,https://laws.e-gov.go.jp/law/417CO0000000314/20270401_507CO0000000341,○
府省令,平成十七年厚生労働省令第十九号,船員職業安定法第九十二条第四項の規定等による未払賃金の立替払事業に係る船員の立替払賃金の請求の手続等に関する省令等の規定の適用に関する省令,せんいんしょくぎょうあんていほうだいきゅうじゅうにじょうだいよんこうのきていとうによるみばらいちんぎんのたてかえばらいじぎょうにかかるせんいんのたてかえばらいちんぎんのせいきゅうのてつづきとうにかんするしょうれいとうのきていのてきようにかんするしょうれい,,平成十七年二月二十一日,,平成二十一年厚生労働省令第百六十八号,平成二十一年十二月二十八日,平成二十二年一月一日,,417M60000100019,https://laws.e-gov.go.jp/law/417M60000100019/20100101_421M60000100168,
府省令,平成十七年厚生労働省令第二十一号,石綿障害予防規則,いしわたしょうがいよぼうきそく,,平成十七年二月二十四日,労働安全衛生法及び作業環境測定法の一部を改正する法律の一部の施行に伴う関係省令の整備等に関する省令,令和八年厚生労働省令第三号,令和八年一月二十日,令和八年四月一日,,417M60000100021,https://laws.e-gov.go.jp/law/417M60000100021/20260401_508M60000100003,
府省令,平成十七年厚生労働省令第二十一号,石綿障害予防規則,いしわたしょうがいよぼうきそく,,平成十七年二月二十四日,労働安全衛生法及び作業環境測定法の一部を改正する法律の一部の施行に伴う関係省令の整備等に関する省令,令和八年厚生労働省令第二十九号,令和八年三月二十三日,令和九年四月一日,,417M60000100021,https://laws.e-gov.go.jp/law/417M60000100021/20270401_508M60000100029,○
府省令,平成十七年厚生労働省・国土交通省令第一号,船員職業安定法第九十二条第四項の規定による船員に係る未払賃金の額の確認等に関する省令の規定の適用についての技術的読替えに関する省令,せんいんしょくぎょうあんていほうだいきゅうじゅうにじょうだいよんこうのきていによるせんいんにかかるみばらいちんぎんのがくのかくにんとうにかんするしょうれいのきていのてきようについてのぎじゅつてきよみかえにかんするしょうれい,,平成十七年二月二十一日,,,平成十七年二月二十一日,平成十七年四月一日,,417M60000900001,https://laws.e-gov.go.jp/law/417M60000900001/20050401_000000000000000,
政令,平成十八年政令第二号,労働安全衛生法等の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,ろうどうあんぜんえいせいほうとうのいちぶをかいせいするほうりつのしこうにともなうかんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成十八年一月五日,,,平成十八年一月五日,平成十八年四月一日,,418CO0000000002,https://laws.e-gov.go.jp/law/418CO0000000002/20060401_000000000000000,
府省令,平成十八年厚生労働省令第七十号,労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律施行令第二条第二項の市町村を定める省令,ろうどうしゃはけんじぎょうのてきせいなうんえいのかくほおよびはけんろうどうしゃのほごとうにかんするほうりつしこうれいだいにじょうだいにこうのしちょうそんをさだめるしょうれい,,平成十八年三月三十一日,労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律施行令第二条第二項の市町村を定める省令の一部を改正する省令,令和七年厚生労働省令第八十号,令和七年八月一日,令和七年九月一日,,418M60000100070,https://laws.e-gov.go.jp/law/418M60000100070/20250901_507M60000100080,
法律,平成十九年法律第百二十八号,労働契約法,ろうどうけいやくほう,,平成十九年十二月五日,働き方改革を推進するための関係法律の整備に関する法律,平成三十年法律第七十一号,平成三十年七月六日,令和二年四月一日,,419AC0000000128,https://laws.e-gov.go.jp/law/419AC0000000128/20200401_430AC0000000071,
府省令,平成十九年厚生労働省・国土交通省令第一号,勤労者財産形成促進法施行令第三十六条第二項及び第三項の基準を定める省令,きんろうしゃざいさんけいせいそくしんほうしこうれいだいさんじゅうろくじょうだいにこうおよびだいさんこうのきじゅんをさだめるしょうれい,,平成十九年三月三十一日,勤労者財産形成促進法施行令第三十六条第二項及び第三項の基準を定める省令の一部を改正する省令,令和六年厚生労働省・国土交通省令第一号,令和六年三月五日,令和六年四月一日,,419M60000900001,https://laws.e-gov.go.jp/law/419M60000900001/20240401_506M60000900001,
府省令,平成二十年厚生労働省令第百三十六号,平成二十年度における労働保険の概算保険料の延納に係る納期限の特例に関する省令,へいせいにじゅうねんどにおけるろうどうほけんのがいさんほけんりょうのえんのうにかかるのうきげんのとくれいにかんするしょうれい,,平成二十年八月二十九日,,,平成二十年八月二十九日,平成二十年八月二十九日,,420M60000100136,https://laws.e-gov.go.jp/law/420M60000100136/20080829_000000000000000,
府省令,平成二十年厚生労働省令第百七十七号,雇用保険法等の一部を改正する法律附則第二十六条第四項に規定する厚生労働省令で定める事項を定める省令,こようほけんほうとうのいちぶをかいせいするほうりつふそくだいにじゅうろくじょうだいよんこうにきていするこうせいろうどうしょうれいでさだめるじこうをさだめるしょうれい,,平成二十年十二月二十四日,,,平成二十年十二月二十四日,平成二十年十二月二十四日,,420M60000100177,https://laws.e-gov.go.jp/law/420M60000100177/20081224_000000000000000,
法律,平成二十三年法律第四十七号,職業訓練の実施等による特定求職者の就職の支援に関する法律,しょくぎょうくんれんのじっしとうによるとくていきゅうしょくしゃのしゅうしょくのしえんにかんするほうりつ,,平成二十三年五月二十日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,423AC0000000047,https://laws.e-gov.go.jp/law/423AC0000000047/20250601_504AC0000000068,
法律,平成二十三年法律第四十七号,職業訓練の実施等による特定求職者の就職の支援に関する法律,しょくぎょうくんれんのじっしとうによるとくていきゅうしょくしゃのしゅうしょくのしえんにかんするほうりつ,,平成二十三年五月二十日,雇用保険法等の一部を改正する法律,令和六年法律第二十六号,令和六年五月十七日,令和十年十月一日,,423AC0000000047,https://laws.e-gov.go.jp/law/423AC0000000047/20281001_506AC0000000026,○
府省令,平成二十三年厚生労働省令第五十四号,社会復帰促進等事業に要する費用に充てるべき額の特例に関する省令,しゃかいふっきそくしんとうじぎょうにようするひようにあてるべきがくのとくれいにかんするしょうれい,,平成二十三年四月二十八日,,,平成二十三年四月二十八日,平成二十三年四月二十八日,,423M60000100054,https://laws.e-gov.go.jp/law/423M60000100054/20110428_000000000000000,
府省令,平成二十三年厚生労働省令第九十三号,職業訓練の実施等による特定求職者の就職の支援に関する法律施行規則,しょくぎょうくんれんのじっしとうによるとくていきゅうしょくしゃのしゅうしょくのしえんにかんするほうりつしこうきそく,,平成二十三年七月二十五日,雇用保険法施行規則等の一部を改正する省令,令和八年厚生労働省令第七十四号,令和八年四月一日,令和八年四月一日,,423M60000100093,https://laws.e-gov.go.jp/law/423M60000100093/20260401_508M60000100074,
府省令,平成二十三年厚生労働省令第九十三号,職業訓練の実施等による特定求職者の就職の支援に関する法律施行規則,しょくぎょうくんれんのじっしとうによるとくていきゅうしょくしゃのしゅうしょくのしえんにかんするほうりつしこうきそく,,平成二十三年七月二十五日,職業訓練の実施等による特定求職者の就職の支援に関する法律施行規則の一部を改正する省令,令和八年厚生労働省令第七十八号,令和八年四月八日,令和八年十月一日,,423M60000100093,https://laws.e-gov.go.jp/law/423M60000100093/20261001_508M60000100078,○
府省令,平成二十三年厚生労働省令第百五十二号,東日本大震災により生じた放射性物質により汚染された土壌等を除染するための業務等に係る電離放射線障害防止規則,ひがしにほんだいしんさいによりしょうじたほうしゃせいぶっしつによりおせんされたどじょうとうをじょせんするためのぎょうむとうにかかるでんりほうしゃせんしょうがいぼうしきそく,,平成二十三年十二月二十二日,労働安全衛生法及び作業環境測定法の一部を改正する法律の一部の施行に伴う関係省令の整備等に関する省令,令和八年厚生労働省令第三号,令和八年一月二十日,令和八年四月一日,,423M60000100152,https://laws.e-gov.go.jp/law/423M60000100152/20260401_508M60000100003,
府省令,平成二十三年厚生労働省令第百五十二号,東日本大震災により生じた放射性物質により汚染された土壌等を除染するための業務等に係る電離放射線障害防止規則,ひがしにほんだいしんさいによりしょうじたほうしゃせいぶっしつによりおせんされたどじょうとうをじょせんするためのぎょうむとうにかかるでんりほうしゃせんしょうがいぼうしきそく,,平成二十三年十二月二十二日,労働安全衛生法及び作業環境測定法の一部を改正する法律の一部の施行に伴う関係省令の整備等に関する省令,令和八年厚生労働省令第二十九号,令和八年三月二十三日,令和九年四月一日,,423M60000100152,https://laws.e-gov.go.jp/law/423M60000100152/20270401_508M60000100029,○
政令,平成二十四年政令第二百三号,労働者派遣事業の適正な運営の確保及び派遣労働者の就業条件の整備等に関する法律等の一部を改正する法律の施行に伴う経過措置を定める政令,ろうどうしゃはけんじぎょうのてきせいなうんえいのかくほおよびはけんろうどうしゃのしゅうぎょうじょうけんのせいびとうにかんするほうりつとうのいちぶをかいせいするほうりつのしこうにともなうけいかそちをさだめるせいれい,,平成二十四年七月二十五日,,,平成二十四年七月二十五日,平成二十四年七月二十五日,,424CO0000000203,https://laws.e-gov.go.jp/law/424CO0000000203/20120725_000000000000000,
府省令,平成二十四年厚生労働省令第百四十八号,労働契約法第十八条第一項の通算契約期間に関する基準を定める省令,ろうどうけいやくほうだいじゅうはちじょうだいいっこうのつうさんけいやくきかんにかんするきじゅんをさだめるしょうれい,,平成二十四年十月二十六日,,,平成二十四年十月二十六日,平成二十五年四月一日,,424M60000100148,https://laws.e-gov.go.jp/law/424M60000100148/20130401_000000000000000,
法律,平成二十六年法律第百三十七号,専門的知識等を有する有期雇用労働者等に関する特別措置法,せんもんてきちしきとうをゆうするゆうきこようろうどうしゃとうにかんするとくべつそちほう,,平成二十六年十一月二十八日,,,平成二十六年十一月二十八日,平成二十七年四月一日,,426AC0000000137,https://laws.e-gov.go.jp/law/426AC0000000137/20150401_000000000000000,
法律,平成二十六年法律第百号,過労死等防止対策推進法,かろうしとうぼうしたいさくすいしんほう,,平成二十六年六月二十七日,,,平成二十六年六月二十七日,平成二十六年十一月一日,,426AC1000000100,https://laws.e-gov.go.jp/law/426AC1000000100/20141101_000000000000000,
政令,平成二十六年政令第三百四十号,過労死等防止対策推進協議会令,かろうしとうぼうしたいさくすいしんきょうぎかいれい,,平成二十六年十月十七日,過労死等防止対策推進協議会令の一部を改正する政令,平成二十九年政令第百八十九号,平成二十九年七月七日,平成二十九年七月十一日,,426CO0000000340,https://laws.e-gov.go.jp/law/426CO0000000340/20170711_429CO0000000189,
法律,平成二十七年法律第六十四号,女性の職業生活における活躍の推進に関する法律,じょせいのしょくぎょうせいかつにおけるかつやくのすいしんにかんするほうりつ,,平成二十七年九月四日,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律等の一部を改正する法律,令和七年法律第六十三号,令和七年六月十一日,令和八年四月一日,,427AC0000000064,https://laws.e-gov.go.jp/law/427AC0000000064/20260401_507AC0000000063,
法律,平成二十七年法律第六十四号,女性の職業生活における活躍の推進に関する法律,じょせいのしょくぎょうせいかつにおけるかつやくのすいしんにかんするほうりつ,,平成二十七年九月四日,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律等の一部を改正する法律,令和七年法律第六十三号,令和七年六月十一日,令和八年十月一日,,427AC0000000064,https://laws.e-gov.go.jp/law/427AC0000000064/20261001_507AC0000000063,○
法律,平成二十七年法律第六十九号,労働者の職務に応じた待遇の確保等のための施策の推進に関する法律,ろうどうしゃのしょくむにおうじたたいぐうのかくほとうのためのしさくのすいしんにかんするほうりつ,,平成二十七年九月六日,労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律等の一部を改正する法律,平成二十七年法律第七十三号,平成二十七年九月十八日,平成二十七年九月三十日,,427AC1000000069,https://laws.e-gov.go.jp/law/427AC1000000069/20150930_427AC0000000073,
政令,平成二十七年政令第四十号,生活困窮者自立支援法施行令,せいかつこんきゅうしゃじりつしえんほうせこうれい,,平成二十七年二月四日,生活困窮者自立支援法等の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和六年政令第三百七十五号,令和六年十二月十三日,令和七年四月一日,,427CO0000000040,https://laws.e-gov.go.jp/law/427CO0000000040/20250401_506CO0000000375,
政令,平成二十七年政令第三百十八号,女性の職業生活における活躍の推進に関する法律施行令,じょせいのしょくぎょうせいかつにおけるかつやくのすいしんにかんするほうりつしこうれい,,平成二十七年九月四日,国立健康危機管理研究機構法及び国立健康危機管理研究機構法の施行に伴う関係法律の整備に関する法律の施行に伴う関係政令の整備に関する政令,令和七年政令第十九号,令和七年一月二十九日,令和七年四月一日,,427CO0000000318,https://laws.e-gov.go.jp/law/427CO0000000318/20250401_507CO0000000019,
政令,平成二十七年政令第三百四十号,労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律等の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,ろうどうしゃはけんじぎょうのてきせいなうんえいのかくほおよびはけんろうどうしゃのほごとうにかんするほうりつとうのいちぶをかいせいするほうりつのせこうにともなうかんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成二十七年九月二十九日,海事産業の基盤強化のための海上運送法等の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和四年政令第六号,令和四年一月四日,令和四年四月一日,,427CO0000000340,https://laws.e-gov.go.jp/law/427CO0000000340/20220401_504CO0000000006,
府省令,平成二十七年内閣府令第五十一号,女性の職業生活における活躍の推進に関する法律施行規則,じょせいのしょくぎょうせいかつにおけるかつやくのすいしんにかんするほうりつしこうきそく,,平成二十七年九月四日,女性の職業生活における活躍の推進に関する法律に基づく特定事業主行動計画の策定等に係る内閣府令及び女性の職業生活における活躍の推進に関する法律施行規則の一部を改正する内閣府令,令和元年内閣府令第五十一号,令和元年十二月二十七日,令和二年六月一日,,427M60000002051,https://laws.e-gov.go.jp/law/427M60000002051/20200601_501M60000002051,
府省令,平成二十七年内閣府令第六十一号,女性の職業生活における活躍の推進に関する法律に基づく特定事業主行動計画の策定等に係る内閣府令,じょせいのしょくぎょうせいかつにおけるかつやくのすいしんにかんするほうりつにもとづくとくていじぎょうぬしこうどうけいかくのさくていとうにかかるないかくふれい,,平成二十七年十一月九日,女性の職業生活における活躍の推進に関する法律に基づく特定事業主行動計画の策定等に係る内閣府令の一部を改正する内閣府令,令和七年内閣府令第百三号,令和七年十二月二十三日,令和八年四月一日,,427M60000002061,https://laws.e-gov.go.jp/law/427M60000002061/20260401_507M60000002103,
府省令,平成二十七年厚生労働省令第三十五号,専門的知識等を有する有期雇用労働者等に関する特別措置法施行規則,せんもんてきちしきとうをゆうするゆうきこようろうどうしゃとうにかんするとくべつそちほうしこうきそく,,平成二十七年三月十八日,,,平成二十七年三月十八日,平成二十七年四月一日,,427M60000100035,https://laws.e-gov.go.jp/law/427M60000100035/20150401_000000000000000,
府省令,平成二十七年厚生労働省令第三十六号,特定有期雇用労働者に係る労働基準法施行規則第五条の特例を定める省令,とくていゆうきこようろうどうしゃにかかるろうどうきじゅんほうしこうきそくだいごじょうのとくれいをさだめるしょうれい,,平成二十七年三月十八日,働き方改革を推進するための関係法律の整備に関する法律の施行に伴う厚生労働省関係省令の整備等に関する省令,平成三十年厚生労働省令第百十二号,平成三十年九月七日,平成三十一年四月一日,,427M60000100036,https://laws.e-gov.go.jp/law/427M60000100036/20190401_430M60000100112,
府省令,平成二十七年厚生労働省令第百四十九号,労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律等の一部を改正する法律の施行に伴う厚生労働省関係省令の整備等及び経過措置に関する省令,ろうどうしゃはけんじぎょうのてきせいなうんえいのかくほおよびはけんろうどうしゃのほごとうにかんするほうりつとうのいちぶをかいせいするほうりつのしこうにともなうこうせいろうどうしょうかんけいしょうれいのせいびとうおよびけいかそちにかんするしょうれい,,平成二十七年九月二十九日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律の施行に伴う厚生労働省関係省令の整備等に関する省令,令和元年厚生労働省令第四十六号,令和元年九月十三日,令和元年九月十四日,,427M60000100149,https://laws.e-gov.go.jp/law/427M60000100149/20190914_501M60000100046,
府省令,平成二十七年厚生労働省令第百五十五号,青少年の雇用の促進等に関する法律施行規則,せいしょうねんのこようのそくしんとうにかんするほうりつしこうきそく,,平成二十七年九月三十日,雇用保険法等の一部を改正する法律の一部の施行に伴う厚生労働省関係省令の整備に関する省令,令和四年厚生労働省令第九十三号,令和四年六月十日,令和四年十月一日,,427M60000100155,https://laws.e-gov.go.jp/law/427M60000100155/20221001_504M60000100093,
府省令,平成二十七年厚生労働省令第百六十二号,女性の職業生活における活躍の推進に関する法律に基づく一般事業主行動計画等に関する省令,じょせいのしょくぎょうせいかつにおけるかつやくのすいしんにかんするほうりつにもとづくいっぱんじぎょうぬしこうどうけいかくとうにかんするしょうれい,,平成二十七年十月二十八日,女性の職業生活における活躍の推進に関する法律に基づく一般事業主行動計画等に関する省令の一部を改正する省令,令和七年厚生労働省令第百二十五号,令和七年十二月二十三日,令和八年四月一日,,427M60000100162,https://laws.e-gov.go.jp/law/427M60000100162/20260401_507M60000100125,
府省令,平成二十七年厚生労働省令第百六十二号,女性の職業生活における活躍の推進に関する法律に基づく一般事業主行動計画等に関する省令,じょせいのしょくぎょうせいかつにおけるかつやくのすいしんにかんするほうりつにもとづくいっぱんじぎょうぬしこうどうけいかくとうにかんするしょうれい,,平成二十七年十月二十八日,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律等の一部を改正する法律の施行に伴う厚生労働省関係省令の整備に関する省令,令和八年厚生労働省令第十八号,令和八年二月二十六日,令和八年十月一日,,427M60000100162,https://laws.e-gov.go.jp/law/427M60000100162/20261001_508M60000100018,○
法律,平成二十八年法律第百十一号,建設工事従事者の安全及び健康の確保の推進に関する法律,けんせつこうじじゅうじしゃのあんぜんおよびけんこうのかくほのすいしんにかんするほうりつ,,平成二十八年十二月十六日,,,平成二十八年十二月十六日,平成二十九年三月十六日,,428AC0100000111,https://laws.e-gov.go.jp/law/428AC0100000111/20170316_000000000000000,
政令,平成二十八年政令第三百九十九号,雇用保険法等の一部を改正する法律の施行に伴う関係政令の整備等及び経過措置に関する政令,こようほけんほうとうのいちぶをかいせいするほうりつのしこうにともなうかんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成二十八年十二月二十六日,,,平成二十八年十二月二十六日,平成二十九年一月一日,,428CO0000000399,https://laws.e-gov.go.jp/law/428CO0000000399/20170101_000000000000000,
府省令,平成二十八年厚生労働省令第三十一号,職業能力開発促進法施行規則第四十八条の十七第一項第一号及び第二号に規定する講習の指定に関する省令,しょくぎょうのうりょくかいはつそくしんほうしこうきそくだいよんじゅうはちじょうのじゅうななだいいっこうだいいちごうおよびだいにごうにきていするこうしゅうのしていにかんするしょうれい,,平成二十八年三月十五日,職業能力開発促進法施行規則第四十八条の十七第一項第一号及び第二号に規定する講習の指定に関する省令の一部を改正する省令,令和六年厚生労働省令第四十一号,令和六年三月十三日,令和六年四月一日,,428M60000100031,https://laws.e-gov.go.jp/law/428M60000100031/20240401_506M60000100041,
府省令,平成二十八年国土交通省令第十一号,船員に関する青少年の雇用の促進等に関する法律施行規則,せんいんにかんするせいしょうねんのこようのそくしんとうにかんするほうりつしこうきそく,,平成二十八年二月二十九日,船員法等の一部を改正する法律の施行に伴う国土交通省関係省令の整備等に関する省令,令和八年国土交通省令第十九号,令和八年三月二十七日,令和八年五月十三日,,428M60000800011,https://laws.e-gov.go.jp/law/428M60000800011/20260513_508M60000800019,
府省令,平成二十八年国土交通省令第二十二号,船員に関する障害者の雇用の促進等に関する法律施行規則,せんいんにかんするしょうがいしゃのこようのそくしんとうにかんするほうりつしこうきそく,,平成二十八年三月三十一日,国土交通省の所管する法律の規定に基づく立入検査等の際に携帯する職員の身分を示す証明書の様式の特例に関する省令の一部を改正する省令,令和六年国土交通省令第二十六号,令和六年三月二十九日,令和六年四月一日,,428M60000800022,https://laws.e-gov.go.jp/law/428M60000800022/20240401_506M60000800026,
政令,平成二十九年政令第百二十九号,雇用保険法等の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,こようほけんほうとうのいちぶをかいせいするほうりつのしこうにともなうあんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成二十九年三月三十一日,,,平成二十九年三月三十一日,平成二十九年四月一日,,429CO0000000129,https://laws.e-gov.go.jp/law/429CO0000000129/20170401_000000000000000,
政令,平成三十年政令第二百五十一号,働き方改革を推進するための関係法律の整備に関する法律の一部の施行に伴う経過措置に関する政令,はたらきかたかいかくをすいしんするためのかんけいほうりつのせいびにかんするほうりつのいちぶのせこうにともなうけいかそちにかんするせいれい,,平成三十年八月三十一日,,,平成三十年八月三十一日,令和二年四月一日,,430CO0000000251,https://laws.e-gov.go.jp/law/430CO0000000251/20200401_000000000000000,
政令,平成三十年政令第二百五十三号,働き方改革を推進するための関係法律の整備に関する法律の施行に伴う関係政令の整備及び経過措置に関する政令,はたらきかたかいかくをすいしんするためのかんけいほうりつのせいびにかんするほうりつのしこうにともなうかんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成三十年九月七日,,,平成三十年九月七日,平成三十一年四月一日,,430CO0000000253,https://laws.e-gov.go.jp/law/430CO0000000253/20190401_000000000000000,
府省令,平成三十年厚生労働省令第百五十三号,働き方改革を推進するための関係法律の整備に関する法律の一部の施行に伴う厚生労働省関係省令の整備及び経過措置に関する省令,はたらきかたかいかくをすいしんするためのかんけいほうりつのせいびにかんするほうりつのいちぶのしこうにともなうこうせいろうどうしょうかんけいしょうれいのせいびおよびけいかそちにかんするしょうれい,,平成三十年十二月二十八日,,,平成三十年十二月二十八日,平成三十年十二月二十八日,,430M60000100153,https://laws.e-gov.go.jp/law/430M60000100153/20181228_000000000000000,
政令,平成三十一年政令第百五十五号,働き方改革を推進するための関係法律の整備に関する法律の一部の施行に伴う関係政令の整備及び経過措置に関する政令,はたらきかたかいかくをすいしんするためのかんけいほうりつのせいびにかんするほうりつのいちぶのしこうにともなうかんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成三十一年四月十七日,海事産業の基盤強化のための海上運送法等の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和四年政令第六号,令和四年一月四日,令和四年四月一日,,431CO0000000155,https://laws.e-gov.go.jp/law/431CO0000000155/20220401_504CO0000000006,
政令,平成三十一年政令第百五十五号,働き方改革を推進するための関係法律の整備に関する法律の一部の施行に伴う関係政令の整備及び経過措置に関する政令,はたらきかたかいかくをすいしんするためのかんけいほうりつのせいびにかんするほうりつのいちぶのしこうにともなうかんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成三十一年四月十七日,出入国管理及び難民認定法及び外国人の技能実習の適正な実施及び技能実習生の保護に関する法律の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和七年政令第三百四十一号,令和七年十月一日,令和九年四月一日,,431CO0000000155,https://laws.e-gov.go.jp/law/431CO0000000155/20270401_507CO0000000341,○
法律,令和二年法律第五十四号,新型コロナウイルス感染症等の影響に対応するための雇用保険法の臨時特例等に関する法律,しんがたころなういるすかんせんしょうとうのえいきょうにたいおうするためのこようほけんほうのりんじとくれいとうにかんするほうりつ,,令和二年六月十二日,雇用保険法等の一部を改正する法律,令和六年法律第二十六号,令和六年五月十七日,令和七年十月一日,,502AC0000000054,https://laws.e-gov.go.jp/law/502AC0000000054/20251001_506AC0000000026,
法律,令和二年法律第七十八号,労働者協同組合法,ろうどうしゃきょうどうくみあいほう,,令和二年十二月十一日,障害者の日常生活及び社会生活を総合的に支援するための法律等の一部を改正する法律,令和四年法律第百四号,令和四年十二月十六日,令和七年十月一日,,502AC1000000078,https://laws.e-gov.go.jp/law/502AC1000000078/20251001_504AC0000000104,
